timestamp,air_temperature_01209E52_avg,air_temperature_01209E52_max,air_temperature_01209E52_min,dew_point_01209E52_avg,dew_point_01209E52_min,vpd_01209E52_avg,vpd_01209E52_min,relative_humidity_01209E52_avg,relative_humidity_01209E52_max,relative_humidity_01209E52_min,precipitation_01209E52_sum,deltaT_01209E52_avg,deltaT_01209E52_max,deltaT_01209E52_min
2023-09-23 03:00:00,10.36,11.24,8.78,10.3,8.7,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-23 02:00:00,10.63,10.79,10.42,10.5,10.4,0,0,99.9,99.9,99.9,0,0,0,0
2023-09-23 01:00:00,10.71,10.93,10.4,10.6,10.3,0,0,99.91,99.92,99.91,0,0,0,0
2023-09-23 00:00:00,11.4,11.96,10.87,11.3,10.8,0,0,99.92,99.94,99.91,0,0,0,0
2023-09-22 23:00:00,11.78,12.63,11.22,11.7,11.2,0,0,99.93,99.95,99.92,0,0,0,0
2023-09-22 22:00:00,12.46,12.86,11.81,12.4,11.8,0,0,99.95,99.96,99.94,0,0,0,0
2023-09-22 21:00:00,13.35,14.27,12.73,13.2,12.7,0,0,99.64,100,97.15,0,0,0,0
2023-09-22 20:00:00,16.9,19.03,14.77,13.6,13,0.36,0.1,81.93,93.62,68.25,0,2,4,1
2023-09-22 19:00:00,20.22,21.57,19.17,12.7,12.3,0.88,0.72,62.54,67.18,56.35,0,4,5,4
2023-09-22 18:00:00,22.51,23.44,21.82,11.9,11.3,1.32,1.16,51.36,55.63,47.1,0,6,7,6
2023-09-22 17:00:00,23.37,23.68,23.03,11.5,11.1,1.5,1.43,47.59,49.31,45.88,0,7,7,7
2023-09-22 16:00:00,23.08,23.39,22.8,11.3,10.8,1.46,1.42,47.87,49.94,46.06,0,7,7,7
2023-09-22 15:00:00,22.75,23.28,22.34,11.4,10.7,1.4,1.3,49.07,51.83,45.81,0,7,7,6
2023-09-22 14:00:00,22.19,22.86,21.61,12.3,11,1.22,1.07,54.03,58.22,48.3,0,6,7,5
2023-09-22 13:00:00,20.67,21.87,19.59,13.2,12.4,0.9,0.74,62.73,67.38,56.32,0,4,5,4
2023-09-22 12:00:00,19.21,19.86,18.53,13.2,12.5,0.69,0.53,68.57,74.86,63.26,0,4,4,3
2023-09-22 11:00:00,17.23,18.31,16,13.5,12.9,0.41,0.24,79.16,86.68,73.26,0,2,3,1
2023-09-22 10:00:00,14.6,15.76,13.46,13.8,13.4,0.07,0,95.77,100,87.87,0,0,1,0
2023-09-22 09:00:00,11.43,13.56,9.49,11.3,9.4,0,0,99.91,99.96,99.89,0,0,0,0
2023-09-22 08:00:00,6.77,9,5.36,6.7,5.3,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-22 07:00:00,5.24,5.68,4.99,5.1,4.9,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-22 06:00:00,5.52,6.14,5.1,5.4,5,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-22 05:00:00,6.42,6.8,6.02,6.3,6,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-22 04:00:00,6.9,7.21,6.47,6.8,6.4,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-22 03:00:00,7.21,7.92,6.68,7.1,6.6,0,0,99.9,99.91,99.9,0,0,0,0
2023-09-22 02:00:00,8.23,9.25,7.16,8.1,7.1,0,0,99.91,99.91,99.91,0,0,0,0
2023-09-22 01:00:00,8.65,9.24,8.01,8.5,7.9,0,0,99.92,99.95,99.91,0,0,0,0
2023-09-22 00:00:00,9.94,10.52,8.82,9.8,8.8,0,0,99.96,99.98,99.95,0,0,0,0
2023-09-21 23:00:00,10.84,11.45,10.17,10.7,10.1,0,0,99.92,99.99,99.49,0,0,0,0
2023-09-21 22:00:00,11.99,12.92,11.03,11.6,11,0.02,0,97.85,100,92.73,0,0,1,0
2023-09-21 21:00:00,12.6,13.15,12.14,12.1,11.6,0.03,0,97.66,100,94.74,0,0,0,0
2023-09-21 20:00:00,14.47,15.66,13.58,12.2,10.8,0.21,0.07,87.01,95.24,73.12,0,1,3,0
2023-09-21 19:00:00,17.85,20.22,16.05,10.8,10,0.73,0.55,64.06,69.61,59.37,0,4,5,3
2023-09-21 18:00:00,21.11,21.61,20.39,8.6,7.2,1.37,1.08,45.06,55.72,39.77,0,7,8,5
2023-09-21 17:00:00,21.68,22.23,21.33,8.1,7.4,1.5,1.42,41.92,45.14,39.85,0,7,8,7
2023-09-21 16:00:00,21.61,22.24,21.3,7.8,7.1,1.51,1.42,41.23,44.78,39.03,0,8,8,7
2023-09-21 15:00:00,21.23,21.76,20.55,8.2,7.5,1.42,1.26,43.49,47.56,41.54,0,7,8,6
2023-09-21 14:00:00,20.56,20.95,20.23,8.1,7.7,1.32,1.21,45.02,48.69,43.46,0,7,7,6
2023-09-21 13:00:00,19.77,20.48,19.1,9.4,8.6,1.11,0.94,51.66,57.33,48.53,0,6,6,5
2023-09-21 12:00:00,18.14,18.93,17.25,10.5,9.2,0.8,0.65,61.38,66.54,54.6,0,4,5,4
2023-09-21 11:00:00,16.41,17.49,15.21,11.6,11.2,0.49,0.29,73.61,82.89,67.87,0,3,4,2
2023-09-21 10:00:00,13.58,15.1,12.02,11.6,11.1,0.18,0.01,88.3,99.26,79.75,0,1,2,0
2023-09-21 09:00:00,10.69,11.74,9.55,10.6,9.5,0,0,99.79,99.99,97.99,0,0,0,0
2023-09-21 08:00:00,8.22,9.43,7.14,8.1,7.1,0,0,99.91,99.94,99.89,0,0,0,0
2023-09-21 07:00:00,6.87,7.7,6.2,6.8,6.1,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-21 06:00:00,7.57,7.98,6.4,7.5,6.3,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-21 05:00:00,6.34,7.76,5.72,6.2,5.7,0,0,99.9,99.93,99.89,0,0,0,0
2023-09-21 04:00:00,7.5,8.17,6.66,7.4,6.6,0,0,99.91,99.94,99.9,0,0,0,0
2023-09-21 03:00:00,6.4,7.19,6,6.3,5.9,0,0,99.91,99.93,99.91,0,0,0,0
2023-09-21 02:00:00,6.76,7.19,6.1,6.7,6,0,0,99.92,99.93,99.91,0,0,0,0
2023-09-21 01:00:00,7.21,7.84,6.36,7.1,6.3,0,0,99.93,99.95,99.92,0,0,0,0
2023-09-21 00:00:00,8.38,9.46,7.51,8.3,7.5,0,0,99.95,99.97,99.94,0,0,0,0
2023-09-20 23:00:00,9.69,10.04,9.21,9.6,9.2,0,0,99.98,99.99,99.97,0,0,0,0
2023-09-20 22:00:00,10.44,11.65,9.84,10.1,9.8,0.01,0,98.55,100,91.07,0,0,1,0
2023-09-20 21:00:00,11.45,12.15,10.71,10.4,10,0.08,0,93.59,100,87.8,0,0,1,0
2023-09-20 20:00:00,14.29,15.75,12.55,9.7,9.3,0.41,0.16,74.81,88.56,65.77,0,3,4,1
2023-09-20 19:00:00,16.84,17.82,15.86,8.8,7.6,0.77,0.63,59.45,64.68,51.51,0,4,5,4
2023-09-20 18:00:00,18.37,18.83,17.92,7.8,7.4,1.04,0.96,50.34,53.07,48.26,0,6,6,5
2023-09-20 17:00:00,18.35,18.7,17.28,7.7,6.9,1.04,0.9,50.15,54.18,47.13,0,6,6,5
2023-09-20 16:00:00,18.21,18.7,17.85,7.4,6.8,1.05,0.98,49.48,52.3,47.56,0,6,6,5
2023-09-20 15:00:00,17.8,18.59,17.01,7.7,7.2,0.97,0.85,51.89,55.97,48.24,0,5,6,5
2023-09-20 14:00:00,17.76,18.14,17.16,7.4,6.4,0.99,0.89,50.97,55.44,47.59,0,6,6,5
2023-09-20 13:00:00,17.09,17.49,16.66,7.8,6.7,0.88,0.82,54.54,57.68,49.71,0,5,6,5
2023-09-20 12:00:00,15.7,16.39,14.37,9.1,6.8,0.61,0.41,65.57,74.9,53.77,0,4,5,3
2023-09-20 11:00:00,13.63,14.52,12.57,10,9.2,0.32,0.21,79.33,85.53,71.95,0,2,3,1
2023-09-20 10:00:00,11.34,12.09,10.2,9.7,9.2,0.13,0.07,89.93,93.85,86.07,0,1,1,0
2023-09-20 09:00:00,9.47,10.45,8.61,9.2,8.6,0.01,0,98.48,100,95.32,0,0,0,0
2023-09-20 08:00:00,7.91,8.46,7.5,7.8,7.4,0,0,99.94,99.97,99.93,0,0,0,0
2023-09-20 07:00:00,7.52,7.61,7.44,7.4,7.4,0,0,99.93,99.94,99.93,0,0,0,0
2023-09-20 06:00:00,7.94,8.19,7.63,7.8,7.6,0,0,99.94,99.95,99.94,0,0,0,0
2023-09-20 05:00:00,8.6,8.85,8.32,8.5,8.3,0,0,99.95,99.97,99.95,0,0,0,0
2023-09-20 04:00:00,9,9.33,8.71,8.9,8.7,0,0,99.97,99.99,99.96,0,0,0,0
2023-09-20 03:00:00,9.52,9.96,9.31,9.4,9.3,0,0,99.79,99.99,98.58,0,0,0,0
2023-09-20 02:00:00,10.09,10.47,9.8,9.6,9.6,0.02,0,97.58,100,94.78,0,0,0,0
2023-09-20 01:00:00,11.02,11.6,10.66,9.5,9.5,0.11,0.08,91.12,93.08,87.73,0,1,1,0
2023-09-20 00:00:00,12.07,12.48,11.69,9.6,9.5,0.2,0.17,85.27,87.58,83.26,0,1,2,1
2023-09-19 23:00:00,12.65,12.85,12.46,10,9.7,0.22,0.2,84.46,85.89,82.73,0,1,2,1
2023-09-19 22:00:00,13.09,13.69,12.65,10.3,10.3,0.24,0.2,83.65,86.21,80.2,0,2,2,1
2023-09-19 21:00:00,14.14,14.63,13.68,10.6,10.4,0.32,0.29,79.72,80.84,78.69,0,2,2,2
2023-09-19 20:00:00,15.52,16.26,14.69,10.7,10.5,0.46,0.36,73.68,78.42,69.18,0,3,3,2
2023-09-19 19:00:00,17.64,18.92,16.42,11,10.7,0.69,0.54,65.51,70.91,61.07,0,4,4,3
2023-09-19 18:00:00,18.67,19.86,18.23,11.3,10.9,0.8,0.72,62.58,65.6,60.06,0,4,5,4
2023-09-19 17:00:00,18.49,18.61,18.35,11.7,11.3,0.74,0.7,65.04,66.77,63.24,0,4,4,4
2023-09-19 16:00:00,18.84,19.24,18.51,11.9,11.6,0.76,0.72,64.61,66.05,61.93,0,4,4,4
2023-09-19 15:00:00,18.92,19.9,18.05,12.3,11.6,0.74,0.65,65.66,68.55,62.68,0,4,4,4
2023-09-19 14:00:00,17.87,18.84,17.16,12.9,12.4,0.54,0.42,73.03,78.37,69.85,0,3,3,2
2023-09-19 13:00:00,16.06,17.51,15.48,13.8,13.4,0.23,0.14,87.17,92.13,77.63,0,1,2,1
2023-09-19 12:00:00,15.11,15.63,14.59,14.5,14.1,0.04,0,96.94,100,92.25,0,0,1,0
2023-09-19 11:00:00,15.12,15.81,14.55,15,14.5,0,0,99.98,100,99.96,0,0,0,0
2023-09-19 10:00:00,13.94,14.28,13.6,13.8,13.5,0,0,99.93,99.95,99.92,0,0,0,0
2023-09-19 09:00:00,13.48,13.55,13.41,13.4,13.3,0,0,99.91,99.92,99.91,0,0,0,0
2023-09-19 08:00:00,13.58,13.77,13.46,13.5,13.4,0,0,99.9,99.91,99.9,0.4,0,0,0
2023-09-19 07:00:00,13.86,13.95,13.77,13.8,13.7,0,0,99.89,99.9,99.89,1.2,0,0,0
2023-09-19 06:00:00,13.83,13.9,13.78,13.7,13.7,0,0,99.89,99.89,99.89,5.8,0,0,0
2023-09-19 05:00:00,13.84,13.88,13.81,13.7,13.7,0,0,99.89,99.89,99.89,4.6,0,0,0
2023-09-19 04:00:00,13.95,14.03,13.83,13.8,13.8,0,0,99.89,99.9,99.89,1,0,0,0
2023-09-19 03:00:00,14.05,14.1,13.97,13.9,13.9,0,0,99.9,99.9,99.9,0,0,0,0
2023-09-19 02:00:00,14.2,14.34,14.09,14.1,14,0,0,99.9,99.9,99.9,0,0,0,0
2023-09-19 01:00:00,14.77,14.91,14.46,14.7,14.4,0,0,99.91,99.92,99.9,0,0,0,0
2023-09-19 00:00:00,14.86,15.02,14.72,14.8,14.7,0,0,99.9,99.91,99.9,0.2,0,0,0
2023-09-18 23:00:00,14.78,14.92,14.66,14.7,14.6,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-18 22:00:00,14.92,15.18,14.7,14.8,14.6,0,0,99.9,99.91,99.9,0,0,0,0
2023-09-18 21:00:00,15.39,15.5,15.14,15.3,15.1,0,0,99.91,99.94,99.91,0.6,0,0,0
2023-09-18 20:00:00,15.97,16.21,15.56,15.9,15.5,0,0,99.95,99.96,99.94,2.8,0,0,0
2023-09-18 19:00:00,17.79,19.18,16.45,16.8,16.2,0.11,0,94.49,99.99,87.26,0,1,1,0
2023-09-18 18:00:00,19.67,19.95,19.19,16.9,16.6,0.35,0.24,84.42,88.83,81.99,0,2,2,1
2023-09-18 17:00:00,19.97,20.12,19.8,16.4,16,0.44,0.37,80.63,83.77,78.44,0,2,3,2
2023-09-18 16:00:00,19.85,20.1,19.61,16.7,15.9,0.39,0.31,82.74,86.44,76.8,0,2,3,2
2023-09-18 15:00:00,20.58,21.33,20.03,15.8,15.5,0.61,0.49,74.47,78.84,70.76,0,3,4,2
2023-09-18 14:00:00,20.67,21.54,20.26,15.5,14.9,0.66,0.58,72.52,75.78,68.73,0,3,4,3
2023-09-18 13:00:00,20.77,21.73,20.2,15.8,15,0.63,0.51,73.86,78.95,67.77,0,3,4,2
2023-09-18 12:00:00,20,20.56,19.44,16.3,15.9,0.46,0.39,79.81,82.73,75.08,0,2,3,2
2023-09-18 11:00:00,19.06,19.84,18.59,16.6,16.3,0.3,0.22,85.93,89.31,80.43,0,2,2,1
2023-09-18 10:00:00,18.44,19.49,17.3,16.8,16.7,0.18,0.02,91.1,98.82,84.37,0,1,2,0
2023-09-18 09:00:00,15.44,17.23,13.32,15.3,13.3,0,0,99.55,99.99,97.89,0,0,0,0
2023-09-18 08:00:00,12.95,13.81,12.09,12.8,12,0,0,99.9,99.91,99.9,0,0,0,0
2023-09-18 07:00:00,12.56,12.79,12.38,12.5,12.3,0,0,99.9,99.91,99.9,0,0,0,0
2023-09-18 06:00:00,13,13.28,12.77,12.9,12.7,0,0,99.9,99.91,99.9,0,0,0,0
2023-09-18 05:00:00,13.21,13.47,12.89,13.1,12.8,0,0,99.91,99.92,99.91,0,0,0,0
2023-09-18 04:00:00,13.76,14.29,13.29,13.7,13.2,0,0,99.93,99.94,99.92,0,0,0,0
2023-09-18 03:00:00,14.24,14.42,14.05,14.2,14,0,0,99.94,99.95,99.93,0,0,0,0
2023-09-18 02:00:00,14.59,15.55,14,14.4,13.9,0,0,99.67,100,97.05,0,0,0,0
2023-09-18 01:00:00,15.08,15.59,14.83,15,14.8,0,0,99.94,99.99,99.54,0,0,0,0
2023-09-18 00:00:00,16.12,16.7,15.07,15.2,15,0.09,0,94.6,100,91.34,0,0,1,0
2023-09-17 23:00:00,16.62,17.26,16.14,15.4,15.3,0.12,0.06,92.93,96.55,89.04,0,1,1,0
2023-09-17 22:00:00,17.46,17.89,17.05,15.5,15.4,0.21,0.13,88.88,92.97,86.14,0,1,2,1
2023-09-17 21:00:00,17.42,17.74,17.23,15.7,15.5,0.18,0.14,90.21,92.42,86.99,0,1,1,1
2023-09-17 20:00:00,18.94,19.72,18.2,15,14.5,0.46,0.33,78.59,84.11,72.65,0,2,3,2
2023-09-17 19:00:00,21.21,22.44,19.99,12.9,12.2,1.01,0.74,59.74,68.18,52.99,0,5,6,4
2023-09-17 18:00:00,23.16,23.48,22.57,12.5,11.6,1.37,1.28,51.36,53.98,48.01,0,6,7,6
2023-09-17 17:00:00,23.1,23.73,22.73,13.5,12.8,1.26,1.11,55.07,59.51,52.46,0,6,6,5
2023-09-17 16:00:00,22.8,23.43,22.54,13.3,12.4,1.23,1.14,55.47,58.21,50.59,0,6,6,5
2023-09-17 15:00:00,23.39,24.31,23.04,12.9,12.6,1.37,1.3,51.9,53.8,49.7,0,6,7,6
2023-09-17 14:00:00,23.26,24.12,22.18,14.7,13.6,1.16,0.87,59.03,68.85,52.16,0,5,6,4
2023-09-17 13:00:00,21.77,22.45,20.51,15.9,15.2,0.79,0.63,69.55,73.66,64.15,0,4,4,3
2023-09-17 12:00:00,19.89,20.67,18.64,16,15.8,0.48,0.31,78.96,85.5,74.04,0,2,3,2
2023-09-17 11:00:00,17.51,18.23,16.63,15.6,15.3,0.21,0.08,88.9,95.65,86.73,0,1,1,0
2023-09-17 10:00:00,15.61,16.54,14.7,15.2,14.6,0.03,0,98.04,100,93.59,0,0,1,0
2023-09-17 09:00:00,14.52,14.83,13.77,14.4,13.7,0,0,99.98,99.99,99.97,0,0,0,0
2023-09-17 08:00:00,13.3,13.63,13.2,13.2,13.1,0,0,99.95,99.96,99.95,0,0,0,0
2023-09-17 07:00:00,13.2,13.34,13.14,13.1,13.1,0,0,99.95,99.96,99.95,0,0,0,0
2023-09-17 06:00:00,12.71,13.09,12.34,12.6,12.3,0,0,99.94,99.95,99.94,0,0,0,0
2023-09-17 05:00:00,12.38,12.51,12.23,12.3,12.2,0,0,99.95,99.96,99.95,0,0,0,0
2023-09-17 04:00:00,12.54,12.68,12.33,12.5,12.3,0,0,99.96,99.97,99.96,0,0,0,0
2023-09-17 03:00:00,11.18,12.33,10.09,11.1,10,0,0,99.96,99.97,99.94,0,0,0,0
2023-09-17 02:00:00,10.47,10.89,9.87,10.4,9.8,0,0,99.97,99.98,99.96,0,0,0,0
2023-09-17 01:00:00,13.28,14.3,11.48,11.5,11.4,0.15,0,89.87,100,83.82,0,1,2,0
2023-09-17 00:00:00,14.5,14.92,14.03,11.6,11.5,0.27,0.22,83.17,85.91,81.09,0,2,2,1
2023-09-16 23:00:00,14.37,15.18,14.07,11.1,10.9,0.3,0.26,81.17,83.51,76.21,0,2,2,2
2023-09-16 22:00:00,16.02,16.33,15.46,10.8,10.8,0.5,0.44,71.83,74.38,70.15,0,3,3,3
2023-09-16 21:00:00,16.76,17.39,16.41,10.9,10.8,0.58,0.53,68.95,71.38,65.45,0,3,4,3
2023-09-16 20:00:00,18.27,19.06,17.48,10.6,10.5,0.8,0.69,61.5,65.04,58.36,0,4,5,4
