timestamp,air_temperature_01209E52_avg,air_temperature_01209E52_max,air_temperature_01209E52_min,dew_point_01209E52_avg,dew_point_01209E52_min,vpd_01209E52_avg,vpd_01209E52_min,relative_humidity_01209E52_avg,relative_humidity_01209E52_max,relative_humidity_01209E52_min,precipitation_01209E52_sum,deltaT_01209E52_avg,deltaT_01209E52_max,deltaT_01209E52_min
2023-09-02 17:00:00,23.66,24.09,23.3,19.4,19.3,0.65,0.6,77.44,78.92,74.77,0,3,3,3
2023-09-02 16:00:00,24.45,24.81,24.19,18.7,18.4,0.89,0.78,70.69,73.94,68.19,0,4,4,3
2023-09-02 15:00:00,24.52,24.88,24.22,18.3,17.8,0.96,0.9,68.63,70.62,66.28,0,4,4,4
2023-09-02 14:00:00,23.57,24.34,22.23,18.1,17.6,0.82,0.6,71.64,77.54,67.12,0,4,4,3
2023-09-02 13:00:00,22.28,22.8,21.65,17.6,17.2,0.65,0.56,75.46,78.35,72.42,0,3,3,3
2023-09-02 12:00:00,21.79,22.26,21.21,18,17.7,0.53,0.47,79.3,81.26,77.09,0,3,3,2
2023-09-02 11:00:00,19.81,21.01,19.14,18.1,17.6,0.22,0.08,90.39,96.44,82.54,0,1,2,0
2023-09-02 10:00:00,18.28,19.02,17.74,18.1,17.7,0.01,0,99.3,99.99,95.41,0,0,0,0
2023-09-02 09:00:00,15.71,17.79,14.71,15.6,14.6,0,0,99.94,99.98,99.93,0,0,0,0
2023-09-02 08:00:00,13.85,15.01,12.94,13.7,12.9,0,0,99.91,99.95,99.89,0,0,0,0
2023-09-02 07:00:00,12.8,13.15,12.54,12.7,12.5,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-02 06:00:00,12.65,13,12.08,12.5,12,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-02 05:00:00,12.43,12.82,12.12,12.3,12.1,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-02 04:00:00,12.77,13.09,12.53,12.6,12.5,0,0,99.9,99.92,99.9,0,0,0,0
2023-09-02 03:00:00,13.5,14.28,12.81,13.4,12.7,0,0,99.92,99.94,99.91,0,0,0,0
2023-09-02 02:00:00,13.53,14.02,13,13.4,12.9,0,0,99.92,99.93,99.91,0,0,0,0
2023-09-02 01:00:00,14.32,14.91,13.93,14.2,13.9,0,0,99.94,99.96,99.93,0,0,0,0
2023-09-02 00:00:00,14.81,15.64,14.13,14.7,14.1,0,0,99.95,99.98,99.94,0,0,0,0
2023-09-01 23:00:00,16.23,16.59,15.69,16.1,15.6,0,0,99.72,100,98.97,0,0,0,0
2023-09-01 22:00:00,17.13,17.75,16.71,16.3,16.3,0.07,0.02,95.71,98.58,91.59,0,0,1,0
2023-09-01 21:00:00,17.66,18,17.32,16.2,16.1,0.16,0.13,91.49,93.33,89.73,0,1,1,1
2023-09-01 20:00:00,19.17,21.02,18.11,16.1,15.4,0.38,0.23,82.94,88.83,70.31,0,2,4,1
2023-09-01 19:00:00,22.31,23.24,21.36,14.4,13.8,1.04,0.83,61.34,67.04,55.91,0,5,6,4
2023-09-01 18:00:00,23.59,23.85,23.29,13.8,13.4,1.31,1.28,54.5,56.04,53.01,0,6,6,6
2023-09-01 17:00:00,23.97,24.18,23.86,12.8,11.9,1.48,1.37,50.07,53.55,46.97,0,7,7,6
2023-09-01 16:00:00,24.14,24.36,23.87,12.3,11.6,1.55,1.44,47.98,51.58,45,0,7,8,6
2023-09-01 15:00:00,23.8,24.04,23.49,12.5,11.8,1.48,1.38,49.54,52.14,46.66,0,7,7,6
2023-09-01 14:00:00,23.23,23.51,22.59,12.4,11.7,1.39,1.17,50.98,58.15,47.75,0,6,7,5
2023-09-01 13:00:00,22.66,23.13,22.21,12,11,1.33,1.22,51.38,55.17,47.44,0,6,7,6
2023-09-01 12:00:00,21.83,22.42,20.71,12.9,10.5,1.1,0.63,57.89,73.88,47.84,0,5,7,3
2023-09-01 11:00:00,19.86,20.88,18.85,15.4,14.7,0.55,0.32,75.99,85.07,70.56,0,3,3,2
2023-09-01 10:00:00,17.22,18.46,15.79,16,15,0.13,0,93.26,99.99,80.88,0,1,2,0
2023-09-01 09:00:00,14.5,15.51,13.38,14.4,13.3,0,0,99.93,99.98,99.91,0,0,0,0
2023-09-01 08:00:00,11.8,13.22,10.68,11.7,10.6,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-01 07:00:00,10.42,10.9,9.73,10.3,9.7,0,0,99.89,99.89,99.89,0,0,0,0
2023-09-01 06:00:00,9.98,10.63,9.19,9.9,9.1,0,0,99.89,99.91,99.89,0,0,0,0
2023-09-01 05:00:00,8.63,9.11,8.42,8.5,8.4,0,0,99.89,99.9,99.89,0,0,0,0
2023-09-01 04:00:00,9.45,9.9,8.87,9.3,8.8,0,0,99.89,99.91,99.89,0,0,0,0
2023-09-01 03:00:00,9.64,10.21,8.93,9.5,8.9,0,0,99.9,99.92,99.9,0,0,0,0
2023-09-01 02:00:00,10.41,10.87,9.97,10.3,9.9,0,0,99.91,99.92,99.9,0,0,0,0
2023-09-01 01:00:00,11.1,12.09,10.64,11,10.6,0,0,99.91,99.93,99.91,0,0,0,0
2023-09-01 00:00:00,11.89,12.33,11.37,11.8,11.3,0,0,99.94,99.96,99.91,0,0,0,0
2023-08-31 23:00:00,12.68,13.49,11.66,12.6,11.6,0,0,99.96,100,99.93,0,0,0,0
2023-08-31 22:00:00,14.93,16.26,13.6,13.4,13.1,0.14,0,91.32,100,82.92,0,1,2,0
2023-08-31 21:00:00,15.16,15.69,14.22,13.7,13.1,0.14,0,91.42,99.99,85.44,0,1,1,0
2023-08-31 20:00:00,18.41,20.48,16.13,11.9,10.9,0.71,0.29,66.69,83.89,56.85,0,4,5,2
2023-08-31 19:00:00,20.72,21.61,20.11,10.9,9.8,1.12,0.98,53.94,58.15,47.53,0,6,7,5
2023-08-31 18:00:00,21.29,21.41,21.09,11.2,10.1,1.18,1.07,53.01,57.64,49.36,0,6,6,5
2023-08-31 17:00:00,21.17,21.46,20.53,11,9.9,1.18,1.07,52.48,56.7,47.92,0,6,7,5
2023-08-31 16:00:00,20.28,21.06,19.61,10.2,8.8,1.12,0.99,52.66,57.13,47.72,0,6,6,5
2023-08-31 15:00:00,20.06,21.09,19.4,10.2,8.9,1.08,0.95,53.47,57.71,48.11,0,6,6,5
2023-08-31 14:00:00,19.36,19.81,19.02,9.7,8.7,1.03,0.92,53.85,58.25,50.17,0,5,6,5
2023-08-31 13:00:00,18.34,19.32,17.7,9.6,8.1,0.9,0.79,57.05,62.41,53.48,0,5,5,4
2023-08-31 12:00:00,17.11,17.72,16.43,9,8.1,0.78,0.66,59.52,64.2,53.72,0,4,5,4
2023-08-31 11:00:00,15.74,16.46,15.01,8.8,7.2,0.64,0.56,63.84,68.05,59.61,0,4,4,3
2023-08-31 10:00:00,14.44,15.29,13.48,8.2,6.4,0.54,0.36,66.83,76.5,58.67,0,3,4,2
2023-08-31 09:00:00,12.58,13.4,11.75,8.9,8.3,0.3,0.22,78.81,83.78,73.28,0,2,3,1
2023-08-31 08:00:00,9.86,11.3,8.46,9.7,8.4,0,0,99.22,100,94.71,0,0,0,0
2023-08-31 07:00:00,8.37,8.54,8.23,8.3,8.2,0,0,99.95,99.97,99.95,0,0,0,0
2023-08-31 06:00:00,9.3,10.24,8.62,9.1,8.6,0,0,99.1,99.99,93.71,0,0,0,0
2023-08-31 05:00:00,10.18,10.55,9.99,9.2,9.1,0.06,0.05,94.23,95.89,90.83,0,0,1,0
2023-08-31 04:00:00,10.48,10.79,9.77,9.3,9.1,0.08,0.02,92.77,97.97,90.09,0,0,1,0
2023-08-31 03:00:00,11.2,11.6,10.73,9.3,9.2,0.14,0.1,88.96,92.17,87.71,0,1,1,1
2023-08-31 02:00:00,11.23,11.68,10.9,10.5,9.5,0.05,0,95.82,100,86.95,0,0,1,0
2023-08-31 01:00:00,11.33,11.65,10.95,11.2,10.9,0,0,99.97,99.99,99.97,0,0,0,0
2023-08-31 00:00:00,11.95,12.36,11.59,11.9,11.5,0,0,99.97,99.98,99.96,0,0,0,0
2023-08-30 23:00:00,12.42,12.56,12.3,12.3,12.2,0,0,99.97,99.98,99.97,0,0,0,0
2023-08-30 22:00:00,13.06,13.64,12.63,12.8,12.6,0.01,0,98.85,99.99,95.48,0,0,0,0
2023-08-30 21:00:00,14.54,15.04,13.63,12.6,12.4,0.18,0.06,88.61,95.8,84.58,0,1,2,0
2023-08-30 20:00:00,15.75,16.24,15.06,12.9,12.4,0.28,0.25,83.68,85.92,81.59,0,2,2,1
2023-08-30 19:00:00,16.57,16.9,16.36,14.2,14,0.25,0.22,86.43,88.18,83.6,0,1,2,1
2023-08-30 18:00:00,17.12,17.71,16.74,14.8,14.2,0.25,0.12,87.02,93.72,83.07,0,1,2,1
2023-08-30 17:00:00,18.27,18.6,17.83,15.3,15.1,0.34,0.31,83.22,84.81,80.46,0,2,2,2
2023-08-30 16:00:00,19.22,19.98,18.68,15.9,15.3,0.4,0.31,81.46,85.37,75.29,0,2,3,2
2023-08-30 15:00:00,20.14,20.91,19.57,17,16.2,0.4,0.35,82.47,84.73,78.92,0,2,2,2
2023-08-30 14:00:00,19.65,20.47,18.6,18.1,17.2,0.19,0.01,91.57,99.09,84.52,0,1,2,0
2023-08-30 13:00:00,17.18,18.32,16.35,17.1,16.3,0,0,99.95,99.99,99.92,0.6,0,0,0
2023-08-30 12:00:00,16.51,16.93,16.27,16.4,16.2,0,0,99.92,99.94,99.91,3,0,0,0
2023-08-30 11:00:00,17.67,18.28,17.01,17.6,16.9,0,0,99.91,99.92,99.91,1.6,0,0,0
2023-08-30 10:00:00,17.94,18.13,17.69,17.8,17.6,0,0,99.89,99.91,99.89,0,0,0,0
2023-08-30 09:00:00,17.72,17.93,17.62,17.6,17.6,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-30 08:00:00,17.79,17.91,17.67,17.7,17.6,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-30 07:00:00,17.68,17.78,17.59,17.6,17.5,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-30 06:00:00,17.97,18.28,17.58,17.9,17.5,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-30 05:00:00,17.71,17.87,17.59,17.6,17.5,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-30 04:00:00,18.05,18.35,17.24,17.9,17.2,0,0,99.89,99.91,99.89,1.2,0,0,0
2023-08-30 03:00:00,18.68,18.97,18.35,18.6,18.3,0,0,99.91,99.92,99.91,2,0,0,0
2023-08-30 02:00:00,18.42,18.78,18.02,18.3,18,0,0,99.92,99.93,99.91,0,0,0,0
2023-08-30 01:00:00,18.72,18.91,18.54,18.6,18.5,0,0,99.93,99.94,99.93,0,0,0,0
2023-08-30 00:00:00,18.5,18.82,18.31,18.4,18.3,0,0,99.93,99.95,99.93,0,0,0,0
2023-08-29 23:00:00,19.86,20.37,18.9,19.8,18.8,0,0,99.98,100,99.96,0,0,0,0
2023-08-29 22:00:00,19.99,20.44,19.41,19.7,19.4,0.02,0,98.96,99.99,94.74,0,0,1,0
2023-08-29 21:00:00,21.24,21.78,20.49,19.1,18.8,0.29,0.14,88.06,94.03,83.85,0,1,2,1
2023-08-29 20:00:00,22.94,23.92,22.1,18.9,18.1,0.59,0.39,78.68,85.04,70.07,0,3,4,2
2023-08-29 19:00:00,24.42,24.8,24.04,17.6,16.6,1.03,0.81,66.01,72.81,60.98,0,4,5,3
2023-08-29 18:00:00,25.59,26.72,24.92,15.9,15.6,1.46,1.33,55.32,57.6,51.82,0,6,7,6
2023-08-29 17:00:00,26.08,26.7,25.68,15.5,15,1.59,1.45,52.58,55.86,49.75,0,7,7,6
2023-08-29 16:00:00,25.14,25.97,24.29,15.5,14.7,1.41,1.17,55.55,61.14,51.77,0,6,7,5
2023-08-29 15:00:00,25.57,26.14,25.19,14.2,13.3,1.64,1.49,49.77,55.96,46.44,0,7,8,6
2023-08-29 14:00:00,24.93,25.5,24.26,11.6,9.2,1.77,1.42,43.73,52.9,37.4,0,8,9,6
2023-08-29 13:00:00,24.22,24.77,23.75,13.5,11.9,1.46,1.24,51.58,57.8,45.85,0,6,7,6
2023-08-29 12:00:00,23.39,23.91,22.92,13,11.9,1.36,1.08,52.48,61.53,48.37,0,6,7,5
2023-08-29 11:00:00,21.62,23.11,20.47,15.3,14.6,0.83,0.56,67.63,76.72,62.21,0,4,5,3
2023-08-29 10:00:00,19.38,20.44,18.06,16.5,16.1,0.35,0.11,84.22,94.64,77.6,0,2,3,1
2023-08-29 09:00:00,16.42,17.94,14.78,16.1,14.7,0.02,0,98.46,99.99,91.38,0,0,1,0
2023-08-29 08:00:00,12.82,14.51,10.93,12.7,10.9,0,0,99.9,99.93,99.89,0,0,0,0
2023-08-29 07:00:00,10.35,10.68,9.93,10.3,9.9,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-29 06:00:00,10.59,11.08,10.07,10.5,10,0,0,99.89,99.91,99.89,0,0,0,0
2023-08-29 05:00:00,11.8,12.54,10.92,11.7,10.9,0,0,99.91,99.92,99.91,0,0,0,0
2023-08-29 04:00:00,12.04,12.34,11.65,11.9,11.6,0,0,99.91,99.92,99.91,0,0,0,0
2023-08-29 03:00:00,12.45,12.87,11.84,12.3,11.8,0,0,99.92,99.93,99.91,0,0,0,0
2023-08-29 02:00:00,13.07,14.02,12.34,13,12.3,0,0,99.94,99.97,99.92,0,0,0,0
2023-08-29 01:00:00,13.91,15.13,13.25,13.8,13.2,0,0,99.74,100,98.56,0,0,0,0
2023-08-29 00:00:00,15.4,15.61,15.2,14.8,14.7,0.05,0.04,96.54,97.57,94.97,0,0,0,0
2023-08-28 23:00:00,15.97,16.49,15.36,15.2,14.8,0.07,0,95.8,99.51,93.42,0,0,1,0
2023-08-28 22:00:00,17.49,18.08,16.31,16.5,15.8,0.1,0.05,94.56,96.99,91.7,0,1,1,0
2023-08-28 21:00:00,19.08,20.19,17.87,16.7,16.6,0.29,0.09,86.77,95.33,80.78,0,1,2,0
2023-08-28 20:00:00,21.59,23.01,19.8,16.1,14.8,0.73,0.37,71.86,83.93,60.09,0,3,5,2
2023-08-28 19:00:00,23.65,24.15,23.1,14.2,13.1,1.28,1.11,55.73,60.51,51.82,0,6,6,5
2023-08-28 18:00:00,23.92,24.72,23.44,14.1,13.2,1.35,1.23,54.34,58.19,49.69,0,6,7,5
2023-08-28 17:00:00,24.15,24.5,23.8,13.4,12.2,1.46,1.32,51.38,55.08,47.18,0,7,7,6
2023-08-28 16:00:00,23.91,25.05,23.19,12.7,11.8,1.48,1.26,49.85,55.54,46.14,0,7,7,6
2023-08-28 15:00:00,24.11,24.67,22.95,12.7,11.1,1.52,1.39,49.23,53.42,42.64,0,7,8,6
2023-08-28 14:00:00,23.23,23.75,22.76,12.5,10.6,1.38,1.3,51.23,55.72,44.85,0,6,7,6
2023-08-28 13:00:00,23.44,24.43,22.63,13.6,12.2,1.3,1.05,54.53,64.02,49.65,0,6,7,5
2023-08-28 12:00:00,22.4,22.92,21.54,14.6,14,1.02,0.83,61.94,68.54,57.52,0,5,5,4
2023-08-28 11:00:00,20.78,22.49,19.7,14.9,14,0.74,0.58,69.51,74.57,64.8,0,4,4,3
2023-08-28 10:00:00,18.58,19.52,17.79,14.3,13.7,0.49,0.43,76.67,79.53,73.5,0,3,3,2
2023-08-28 09:00:00,16.74,17.55,15.78,14.4,13.8,0.24,0.08,86.82,95.06,79.86,0,1,2,0
2023-08-28 08:00:00,13.53,15.49,10.72,13.4,10.7,0,0,99.73,100,97.27,0,0,0,0
2023-08-28 07:00:00,9.62,10.26,9.29,9.5,9.2,0,0,99.91,99.92,99.9,0,0,0,0
2023-08-28 06:00:00,9.4,9.88,8.83,9.3,8.8,0,0,99.91,99.92,99.91,0,0,0,0
2023-08-28 05:00:00,10.7,11.23,9.58,10.6,9.5,0,0,99.9,99.92,99.9,0,0,0,0
2023-08-28 04:00:00,10.62,11.25,10.11,10.5,10,0,0,99.91,99.92,99.9,0,0,0,0
2023-08-28 03:00:00,11.05,11.33,10.81,10.9,10.7,0,0,99.92,99.93,99.92,0,0,0,0
2023-08-28 02:00:00,11.3,11.75,10.68,11.2,10.6,0,0,99.93,99.95,99.93,0,0,0,0
2023-08-28 01:00:00,12.48,13.1,11.82,12.4,11.8,0,0,99.95,99.98,99.93,0,0,0,0
2023-08-28 00:00:00,13.82,14.99,12.74,13.5,12.7,0.02,0,98.6,99.99,92.2,0,0,1,0
2023-08-27 23:00:00,15.88,16.46,14.75,13.6,13.4,0.22,0.06,87.15,95.88,82.65,0,1,2,0
2023-08-27 22:00:00,17.61,18.49,16.42,12.9,12.4,0.51,0.29,74.59,84.04,68.08,0,3,4,2
2023-08-27 21:00:00,19.34,19.87,18.8,12.3,12.1,0.8,0.73,64.1,66.4,61.87,0,4,4,4
2023-08-27 20:00:00,21.08,22.1,20.03,12.5,12.1,1.04,0.87,58.31,62.95,54.84,0,5,6,4
2023-08-27 19:00:00,22.74,23.13,22.31,12.5,11.6,1.3,1.13,52.79,57.73,48.77,0,6,7,5
2023-08-27 18:00:00,23.47,24.25,22.86,12.4,11.5,1.43,1.33,50.2,53.56,46.43,0,7,7,6
2023-08-27 17:00:00,23.84,24.27,23.18,12.8,11.4,1.45,1.38,50.48,53.39,45.93,0,7,7,6
2023-08-27 16:00:00,23.43,24.08,22.04,13.3,12.5,1.33,1.11,53.45,60.01,49.88,0,6,7,5
2023-08-27 15:00:00,22.99,23.6,22.11,13.7,12.2,1.22,1.08,56.25,60.94,49.39,0,6,7,5
2023-08-27 14:00:00,22.01,22.9,20.87,14.6,13.2,0.96,0.75,63.46,70.09,55.04,0,5,6,4
2023-08-27 13:00:00,21.11,22.02,20.11,15.3,14.7,0.75,0.65,69.8,72.25,66.13,0,4,4,3
2023-08-27 12:00:00,20.53,21.07,19.98,14.8,14.1,0.72,0.57,69.9,75.38,65.87,0,4,4,3
2023-08-27 11:00:00,19.17,20.09,18.48,14.8,14.4,0.51,0.35,76.48,83.08,72.18,0,3,3,2
2023-08-27 10:00:00,17.6,18.33,17.04,14.8,14.2,0.3,0.23,84.45,88.11,80.44,0,2,2,1
2023-08-27 09:00:00,15.98,16.83,15.19,14.6,14.4,0.13,0.03,92.27,98.19,86.05,0,1,1,0
2023-08-27 08:00:00,14.31,14.86,13.2,14.2,13.1,0,0,99.8,100,97.94,0,0,0,0
2023-08-27 07:00:00,12.29,12.67,12.19,12.2,12.1,0,0,99.93,99.94,99.93,0,0,0,0
2023-08-27 06:00:00,12.28,12.54,12.17,12.2,12.1,0,0,99.94,99.95,99.94,0,0,0,0
2023-08-27 05:00:00,12.43,12.63,12.16,12.3,12.1,0,0,99.95,99.96,99.94,0,0,0,0
2023-08-27 04:00:00,12.51,12.63,12.42,12.4,12.4,0,0,99.95,99.96,99.95,0,0,0,0
2023-08-27 03:00:00,12.92,13.2,12.52,12.8,12.5,0,0,99.97,99.98,99.96,0,0,0,0
2023-08-27 02:00:00,13.7,14.31,13.34,13.6,13.3,0,0,99.82,100,98.95,0,0,0,0
2023-08-27 01:00:00,14.83,14.94,14.71,14.2,14.1,0.04,0.02,96.86,98.69,95.04,0,0,0,0
2023-08-27 00:00:00,14.19,14.7,13.69,13.9,13.6,0.01,0,99,99.99,96.17,0,0,0,0
2023-08-26 23:00:00,15.12,15.95,14.51,13.8,13.7,0.12,0.07,92.36,95.62,88.27,0,1,1,0
2023-08-26 22:00:00,16.09,16.14,16.01,14,13.6,0.21,0.2,87.73,88.78,86.05,0,1,1,1
2023-08-26 21:00:00,16,16.12,15.82,14.2,14.1,0.18,0.15,89.74,91.23,88.47,0,1,1,1
2023-08-26 20:00:00,15.92,15.97,15.89,14,13.9,0.18,0.17,89.23,90.21,87.95,0,1,1,1
2023-08-26 19:00:00,15.88,15.96,15.84,13.6,13.5,0.23,0.2,86.99,88.87,85.85,0,1,1,1
2023-08-26 18:00:00,16.41,17.29,15.98,14,13.5,0.25,0.23,86.11,87.54,83.42,0,1,2,1
2023-08-26 17:00:00,18.3,18.7,17.33,14.2,13.9,0.47,0.37,77.35,81.36,74.34,0,3,3,2
2023-08-26 16:00:00,17.84,18.43,17.53,15.1,14.6,0.3,0.21,84.76,89.17,79.49,0,2,2,1
2023-08-26 15:00:00,18.28,19.02,17.63,16,15.7,0.26,0.19,86.92,90.27,83.76,0,1,2,1
2023-08-26 14:00:00,18.5,19.05,17.88,16.8,16.5,0.19,0.14,90.45,92.94,88.75,0,1,1,1
2023-08-26 13:00:00,19.13,19.69,18.55,17.8,17.2,0.16,0.01,92.56,99.24,87.93,0,1,1,0
2023-08-26 12:00:00,18.74,19.13,18.32,18.3,17.8,0.03,0,98.1,100,95.21,0,0,1,0
2023-08-26 11:00:00,18.8,19.08,18.68,18.6,18.5,0.01,0,99.46,100,97.56,0,0,0,0
2023-08-26 10:00:00,18.82,19.18,18.61,18.7,18.5,0,0,99.94,99.99,99.93,0,0,0,0
2023-08-26 09:00:00,18.62,18.81,18.46,18.5,18.4,0,0,99.93,99.95,99.93,0,0,0,0
2023-08-26 08:00:00,18.25,18.5,18.06,18.1,18,0,0,99.92,99.94,99.92,0,0,0,0
2023-08-26 07:00:00,17.88,17.99,17.83,17.8,17.8,0,0,99.92,99.93,99.91,0,0,0,0
2023-08-26 06:00:00,17.87,18.07,17.75,17.8,17.7,0,0,99.92,99.94,99.92,0,0,0,0
2023-08-26 05:00:00,18.52,18.72,18.1,18.4,18,0,0,99.96,99.98,99.94,0,0,0,0
2023-08-26 04:00:00,18.54,18.68,18.47,18.4,18.4,0,0,99.97,99.98,99.97,0,0,0,0
2023-08-26 03:00:00,18.46,18.67,18.26,18.4,18.2,0,0,99.95,99.96,99.95,0,0,0,0
2023-08-26 02:00:00,18.71,19.1,18.33,18.6,18.3,0,0,99.94,99.96,99.94,0,0,0,0
2023-08-26 01:00:00,19.47,19.7,19.29,19.4,19.2,0,0,99.96,99.97,99.96,0,0,0,0
2023-08-26 00:00:00,19.68,19.94,19.55,19.6,19.5,0,0,99.97,99.99,99.97,0,0,0,0
2023-08-25 23:00:00,19.71,19.9,19.59,19.6,19.5,0,0,99.97,99.98,99.96,0,0,0,0
2023-08-25 22:00:00,19.98,20.49,19.66,19.9,19.6,0,0,99.97,100,99.96,0,0,0,0
2023-08-25 21:00:00,20.44,20.66,20.23,20.3,20.2,0,0,99.85,100,98.74,0,0,0,0
2023-08-25 20:00:00,21.07,21.31,20.74,20.3,20.2,0.09,0.04,96.21,98.22,93.63,0,0,1,0
2023-08-25 19:00:00,21.53,21.74,21.34,20,19.8,0.2,0.16,91.77,93.53,88.97,0,1,1,1
2023-08-25 18:00:00,21.76,21.85,21.62,19.9,19.7,0.25,0.22,89.95,91.34,88.89,0,1,1,1
2023-08-25 17:00:00,22.14,22.9,21.66,19.7,19.5,0.34,0.27,86.83,89.41,82.32,0,2,2,1
2023-08-25 16:00:00,23.14,23.57,22.11,20.2,19.4,0.45,0.31,83.83,88.1,79.03,0,2,3,1
2023-08-25 15:00:00,22.58,23.39,21.84,20.1,19.7,0.36,0.26,86.41,90.28,83.09,0,2,2,1
2023-08-25 14:00:00,21.26,21.94,20.65,19.9,19.1,0.18,0.07,92.51,96.73,86.89,0,1,2,0
2023-08-25 13:00:00,20.48,21.28,19.84,19.9,19.3,0.06,0,97.1,100,93.82,0,0,1,0
2023-08-25 12:00:00,19.18,19.6,18.75,19.1,18.7,0,0,99.96,99.99,99.95,0,0,0,0
2023-08-25 11:00:00,18.63,19.01,18.19,18.5,18.1,0,0,99.95,99.97,99.94,0,0,0,0
2023-08-25 10:00:00,17.8,18.28,17.21,17.7,17.1,0,0,99.92,99.94,99.89,0,0,0,0
2023-08-25 09:00:00,16.73,17.11,16.44,16.6,16.4,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-25 08:00:00,16.37,16.48,16.26,16.3,16.2,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-25 07:00:00,16.23,16.25,16.2,16.1,16.1,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-25 06:00:00,16.16,16.21,16.11,16,16,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-25 05:00:00,16.14,16.19,16.1,16,16,0,0,99.89,99.89,99.89,0,0,0,0
2023-08-25 04:00:00,16.14,16.22,16.07,16,16,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-25 03:00:00,16.05,16.1,16,15.9,15.9,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-25 02:00:00,16.04,16.08,16.01,15.9,15.9,0,0,99.89,99.89,99.89,0.4,0,0,0
2023-08-25 01:00:00,16,16.03,15.96,15.9,15.9,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-25 00:00:00,16.06,16.16,16,16,15.9,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-24 23:00:00,16.33,16.49,16.2,16.2,16.1,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-24 22:00:00,16.46,16.51,16.42,16.4,16.4,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-24 21:00:00,16.54,16.62,16.5,16.4,16.4,0,0,99.89,99.89,99.89,0.2,0,0,0
2023-08-24 20:00:00,16.86,17.06,16.63,16.8,16.6,0,0,99.9,99.91,99.89,0.4,0,0,0
2023-08-24 19:00:00,17.31,17.47,17.11,17.2,17,0,0,99.92,99.94,99.92,0.2,0,0,0
2023-08-24 18:00:00,17.82,18.27,17.53,17.6,17.5,0,0,99.53,99.99,97.42,0.4,0,0,0
2023-08-24 17:00:00,18.75,19.47,18.26,17.7,17.4,0.12,0.03,94.18,98.29,88.25,0,1,1,0
2023-08-24 16:00:00,20.28,21.01,19.86,16.4,15.6,0.49,0.36,79.07,84.4,71.68,0,2,3,2
2023-08-24 15:00:00,21.06,21.32,20.82,16.4,15.7,0.61,0.53,75.05,78.41,71.79,0,3,3,3
2023-08-24 14:00:00,21,21.73,20.16,16.4,16,0.6,0.48,75.69,79.72,73.17,0,3,3,2
2023-08-24 13:00:00,22.93,23.35,21.89,16.7,16.2,0.87,0.74,68.46,71.69,65.16,0,4,4,3
2023-08-24 12:00:00,23.35,24.11,22.31,16.7,15.4,0.95,0.73,66.7,72.64,61.1,0,4,5,3
2023-08-24 11:00:00,22.03,22.85,21.19,17.4,16.7,0.64,0.44,75.59,82.27,69.28,0,3,4,2
2023-08-24 10:00:00,20.26,21.12,19.19,16.9,16.4,0.43,0.3,81.67,86.81,78.46,0,2,3,2
2023-08-24 09:00:00,17.75,19.05,16.7,16.7,16.4,0.11,0,94.55,100,87.6,0,1,1,0
2023-08-24 08:00:00,15.64,16.59,15.05,15.5,15,0,0,99.96,99.99,99.93,0,0,0,0
2023-08-24 07:00:00,14.49,14.8,14.39,14.4,14.3,0,0,99.91,99.92,99.91,0,0,0,0
2023-08-24 06:00:00,14.43,14.68,14.12,14.3,14.1,0,0,99.91,99.91,99.91,0,0,0,0
2023-08-24 05:00:00,14.25,14.5,13.52,14.1,13.5,0,0,99.9,99.91,99.9,0,0,0,0
2023-08-24 04:00:00,14.11,14.78,12.93,14,12.9,0,0,99.92,99.95,99.91,0,0,0,0
2023-08-24 03:00:00,15.32,16.09,14.51,15.2,14.5,0,0,99.94,99.97,99.93,0,0,0,0
2023-08-24 02:00:00,16.41,16.55,16.25,16.3,16.2,0,0,99.97,99.98,99.97,0,0,0,0
2023-08-24 01:00:00,16.96,17.78,15.7,16.7,15.6,0.02,0,98.85,100,96.23,0,0,0,0
2023-08-24 00:00:00,17.3,18.04,16.31,17.2,16.3,0,0,99.96,99.98,99.95,0,0,0,0
2023-08-23 23:00:00,18.6,19.05,18.05,18.3,18,0.02,0,98.53,100,95.9,0,0,0,0
