timestamp,air_temperature_00209FC8_avg,air_temperature_00209FC8_max,air_temperature_00209FC8_min,dew_point_00209FC8_avg,dew_point_00209FC8_min,solar_radiation_00209FC8_avg,vpd_00209FC8_avg,vpd_00209FC8_min,relative_humidity_00209FC8_avg,relative_humidity_00209FC8_max,relative_humidity_00209FC8_min,precipitation_00209FC8_sum,leaf_wetness_00209FC8_time,deltaT_00209FC8_avg,deltaT_00209FC8_max,deltaT_00209FC8_min
2021-09-12 23:00:00,14.44,14.73,14.17,12.8,12.6,0,0.15,0.12,90.49,92.23,88.57,0,0,1,1,1
2021-09-12 22:00:00,15.01,15.21,14.75,13.3,13,0,0.16,0.13,90.03,91.81,88.04,0,0,1,1,1
2021-09-12 21:00:00,16.01,16.53,15.35,13,11.9,0,0.31,0.13,82.75,92.11,74.63,0,0,2,3,1
2021-09-12 20:00:00,16.39,17.04,16.1,12.2,11.9,0,0.42,0.33,77.01,81.67,72.16,0,0,2,3,2
2021-09-12 19:00:00,19.96,22.3,17.23,11.5,10.9,70,0.96,0.55,58.97,71.8,51.94,0,0,5,6,3
2021-09-12 18:00:00,21.7,22.35,20.99,12,11.2,184,1.17,1.07,54.53,56.9,50.57,0,0,6,6,5
2021-09-12 17:00:00,21.74,22.02,21.34,11.7,11.3,184,1.21,1.15,53.2,54.92,51.52,0,0,6,6,6
2021-09-12 16:00:00,22.01,22.51,21.54,12,11.5,308,1.23,1.13,53.34,56.12,49.83,0,0,6,6,5
2021-09-12 15:00:00,22.63,23.42,22.1,12.5,11.6,769,1.28,1.18,53.1,57.34,51.24,0,0,6,6,5
2021-09-12 14:00:00,21.96,23.08,20.36,12.9,12.1,713,1.13,0.86,57.06,63.99,51.99,0,0,5,6,4
2021-09-12 13:00:00,21.73,22.54,20.78,13.1,12.7,532,1.08,0.9,58.28,63.17,54.02,0,0,5,6,4
2021-09-12 12:00:00,21.31,22.35,20.17,14.8,13.7,818,0.83,0.6,67.13,74.41,59.18,0,0,4,5,3
2021-09-12 11:00:00,19.04,19.66,18.42,14.9,14.4,291,0.49,0.44,77.47,80.31,74.13,0,40,3,3,2
2021-09-12 10:00:00,18.75,20.03,18,15.1,14.9,407,0.43,0.35,79.71,82.81,74.35,0,60,2,3,2
2021-09-12 09:00:00,17.72,18.5,17.4,15.3,14.7,137,0.27,0.16,86.23,91.84,81.42,0,60,1,2,1
2021-09-12 08:00:00,17.8,17.96,17.6,17.1,16.8,20,0.06,0.04,96.41,97.77,94.48,0,60,0,1,0
2021-09-12 07:00:00,17.56,17.78,17.36,16.9,16.8,0,0.06,0.04,96.32,97.86,95.13,0,60,0,0,0
2021-09-12 06:00:00,18.07,18.45,17.62,16.9,16.9,0,0.12,0.07,93.66,96.1,91.78,0,60,1,1,0
2021-09-12 05:00:00,17.89,18.09,17.67,16.9,16.9,0,0.1,0.07,94.69,96.1,93.4,0,60,1,1,0
2021-09-12 04:00:00,18.18,18.33,18,16.9,16.9,0,0.14,0.11,92.96,94.44,91.81,0.2,60,1,1,1
2021-09-12 03:00:00,20.02,21.94,18.35,15.9,14.8,0,0.52,0.17,78.16,91.8,64.13,1,30,3,4,1
2021-09-12 02:00:00,21.13,22.08,20.08,14.6,14.4,0,0.83,0.63,66.6,72.83,62.98,0,0,4,5,3
2021-09-12 01:00:00,19.81,20,19.62,15.3,15,0,0.56,0.51,75.46,77.46,73.38,0,0,3,3,3
2021-09-12 00:00:00,20.13,20.39,19.81,15.1,14.8,0,0.62,0.54,73.33,76.26,71.67,0,0,3,3,3
2021-09-11 23:00:00,20.3,20.43,20.18,14.5,14.4,0,0.72,0.68,69.49,70.94,68.57,0,0,4,4,3
2021-09-11 22:00:00,20.69,20.91,20.44,14.3,14.3,0,0.79,0.75,67.43,68.6,66.39,0,0,4,4,4
2021-09-11 21:00:00,20.87,21.27,20.58,14.2,14.1,0,0.83,0.78,66,67.59,64.77,0,0,4,4,4
2021-09-11 20:00:00,21.52,22.16,21.18,14.5,14.4,0,0.89,0.84,64.9,66.56,62.86,0,0,4,5,4
2021-09-11 19:00:00,22.65,22.79,22.22,14.9,14.7,62,1.04,1,61.83,62.89,61.1,0,0,5,5,5
2021-09-11 18:00:00,23.15,23.83,22.76,14.7,14.4,86,1.14,1.05,59.48,62.07,57.24,0,0,5,6,5
2021-09-11 17:00:00,23.89,24.4,23.4,14.9,14.7,140,1.25,1.14,57.4,60.31,55.86,0,0,6,6,5
2021-09-11 16:00:00,23.47,24.17,22.46,15.5,15.2,342,1.11,0.95,61.39,64.82,57.57,0,0,5,6,4
2021-09-11 15:00:00,23.19,23.89,22.5,15.5,15.2,634,1.06,0.95,62.26,65.03,58.32,0,0,5,5,4
2021-09-11 14:00:00,21.84,22.44,20.79,14.5,13.4,686,0.94,0.88,63.61,66.05,61.56,0,0,4,5,4
2021-09-11 13:00:00,19.64,20.12,19.38,12.2,11.5,216,0.84,0.76,62.79,66.75,59.49,0,0,4,5,4
2021-09-11 12:00:00,20.22,20.98,19.82,11.7,11.5,286,0.98,0.93,58.27,59.43,57.33,0,0,5,5,5
2021-09-11 11:00:00,19.61,20.16,19.13,12.8,11.9,617,0.79,0.69,65.2,68.95,61.12,0,0,4,5,4
2021-09-11 10:00:00,18.04,19.03,17.11,13.4,13.2,526,0.51,0.4,75.05,80.17,69.4,0,0,3,3,2
2021-09-11 09:00:00,15.42,16.89,13.85,12.8,12.1,404,0.26,0.14,85.15,90.77,80,0,0,2,2,1
2021-09-11 08:00:00,11.1,13.37,9.35,10.6,9.3,174,0.03,0,97.62,100,92.15,0,0,0,1,0
2021-09-11 07:00:00,9.06,9.56,8.58,8.9,8.5,4,0,0,99.84,100,99,0,0,0,0,0
2021-09-11 06:00:00,9.35,9.69,8.99,9.1,8.8,0,0,0,99.28,100,97.27,0,0,0,0,0
2021-09-11 05:00:00,11.01,11.54,9.89,10.3,9.3,0,0.04,0.02,96.23,97.78,94.14,0,0,0,0,0
2021-09-11 04:00:00,10.88,11.72,10.49,10,9.8,0,0.06,0.04,94.87,96.64,91.72,0,0,0,1,0
2021-09-11 03:00:00,12.33,12.71,11.86,10.7,10.4,0,0.13,0.08,90.51,93.69,86.94,0,0,1,1,0
2021-09-11 02:00:00,13.24,14.35,12.28,11.3,10.9,0,0.17,0.1,88.47,92.69,80.66,0,0,1,2,1
2021-09-11 01:00:00,14.39,14.56,14.21,10.7,10.5,0,0.33,0.3,79.16,81.21,77.6,0,0,2,2,2
2021-09-11 00:00:00,14.03,14.54,13.66,10.9,10.3,0,0.28,0.24,82.11,84.45,75.96,0,0,2,2,2
2021-09-10 23:00:00,13.98,14.33,13.5,10.8,10.2,0,0.28,0.21,81.91,85.96,76.75,0,0,2,2,1
2021-09-10 22:00:00,13.6,14.21,13.23,10.6,10.3,0,0.26,0.21,82.58,86.28,79.2,0,0,2,2,1
2021-09-10 21:00:00,15.22,16.09,14.42,10.4,9.4,0,0.45,0.32,73.72,80.15,65.38,0,0,3,4,2
2021-09-10 20:00:00,16.31,17.01,15.65,8.8,8,0,0.7,0.57,61.71,67.74,55.68,0,0,4,5,3
2021-09-10 19:00:00,18.1,18.91,17.15,9.2,8,61,0.9,0.77,56.42,60.61,51.55,0,0,5,6,4
2021-09-10 18:00:00,18.61,19.54,18.15,9,8.4,118,0.98,0.88,53.88,57.55,49.74,0,0,5,6,5
2021-09-10 17:00:00,20.14,20.62,19.5,9,8,134,1.19,1.14,49.13,52.07,45.71,0,0,6,7,6
2021-09-10 16:00:00,20.33,20.57,19.77,8.9,8.2,230,1.23,1.16,48.07,51.03,45.74,0,0,6,7,6
2021-09-10 15:00:00,20.31,20.85,19.99,8.8,8.2,935,1.23,1.15,47.85,50.5,45.62,0,0,6,7,6
2021-09-10 14:00:00,19.89,20.4,19.31,9.8,9,981,1.09,1.02,52.62,54.69,49.61,0,0,6,6,5
2021-09-10 13:00:00,18.73,19.52,18.18,10.4,10,978,0.88,0.78,58.68,62.51,55.42,0,0,5,5,4
2021-09-10 12:00:00,17.44,18.11,16.84,10.8,10.2,921,0.68,0.6,65.23,68.53,61.65,0,0,4,4,3
2021-09-10 11:00:00,16.53,16.95,15.85,10.2,9.2,819,0.62,0.58,66.41,69.31,64.23,0,0,4,4,3
2021-09-10 10:00:00,15.38,16.35,13.59,10.1,9.7,656,0.5,0.32,71.24,79.21,67.62,0,0,3,3,2
2021-09-10 09:00:00,13,13.76,12.51,10.9,10,277,0.18,0.14,87.61,89.96,83.08,0,0,1,2,1
2021-09-10 08:00:00,12.18,13.24,10.98,10.8,10.6,186,0.1,0.01,92.31,99.04,85.58,0,0,1,1,0
2021-09-10 07:00:00,11.27,11.61,10.92,11,10.8,4,0.01,0,98.88,99.42,98.26,0,0,0,0,0
2021-09-10 06:00:00,12.22,13.46,11.49,11.4,11.2,0,0.05,0.01,95.64,98.64,88.57,0,0,0,1,0
2021-09-10 05:00:00,13.51,13.64,13.44,12,11.6,0,0.13,0.11,91,92.42,87.9,0,0,1,1,1
2021-09-10 04:00:00,13.13,13.57,12.58,12,12,0,0.09,0.04,93.51,96.64,91.7,0,0,1,1,0
2021-09-10 03:00:00,12.39,12.61,12.24,11.8,11.6,0,0.04,0.04,96.37,97.03,95.94,0,0,0,0,0
2021-09-10 02:00:00,12.66,13.33,12.2,11.7,11.6,0,0.07,0.05,94.35,96.28,91.55,0,0,0,1,0
2021-09-10 01:00:00,13.85,14.04,13.54,12,11.8,0,0.16,0.14,89.01,90.76,87.54,0,0,1,1,1
2021-09-10 00:00:00,14.4,14.8,13.84,12.4,11.9,0,0.18,0.15,88.19,90.36,85.03,0,0,1,1,1
2021-09-09 23:00:00,14.54,15.11,14.26,12.6,12,0,0.18,0.15,88.51,90.75,82.16,0,0,1,2,1
2021-09-09 22:00:00,15.59,16.05,15.24,12.4,12.2,0,0.32,0.3,81.59,82.3,80.41,0,0,2,2,2
2021-09-09 21:00:00,16.29,16.77,15.88,13.2,12.8,0,0.31,0.27,82.61,84.88,80.82,0,0,2,2,2
2021-09-09 20:00:00,17.32,17.65,16.81,14,13.2,0,0.36,0.33,81.39,83.29,78.9,0,0,2,2,2
2021-09-09 19:00:00,18.53,19.45,17.68,15.1,14.6,80,0.4,0.32,80.91,84.09,79.1,0,0,2,2,2
2021-09-09 18:00:00,19.12,19.43,18.8,15.8,15.4,135,0.4,0.37,81.38,82.78,80.47,0,50,2,2,2
2021-09-09 17:00:00,19.32,20.47,18.86,16.5,15.3,174,0.34,0.15,84.59,92.96,72.55,0.6,40,2,3,1
2021-09-09 16:00:00,21.65,22.45,20.71,15.8,15.4,268,0.78,0.65,69.7,73.22,64.43,0,0,4,4,3
2021-09-09 15:00:00,22.68,22.98,22.13,15.3,13.9,696,1,0.73,63.54,72.42,57.31,0,0,5,5,3
2021-09-09 14:00:00,21.27,22.74,19.18,16.3,15,603,0.65,0.38,74.07,84.12,63.49,0.6,0,3,5,2
2021-09-09 13:00:00,21.57,23.76,20.48,15.4,14.8,498,0.81,0.62,68.36,73.89,60.76,0,0,4,5,3
2021-09-09 12:00:00,21.07,22.35,20.45,15.2,14.7,505,0.76,0.64,69.42,73.38,66.02,0,0,4,4,3
2021-09-09 11:00:00,20.81,22.11,19.63,15.9,15.3,764,0.64,0.52,73.89,77.22,68.99,0,0,3,4,3
2021-09-09 10:00:00,18.19,19.33,16.46,15.7,15.5,602,0.29,0.07,86.18,95.86,80.62,0,5,2,2,0
2021-09-09 09:00:00,14.46,15.65,13.85,14.3,13.8,180,0,0,99.6,99.99,96.63,0,60,0,0,0
2021-09-09 08:00:00,13.12,14.12,11.89,13,11.8,76,0,0,99.98,99.98,99.98,0,60,0,0,0
2021-09-09 07:00:00,11.15,11.84,10.71,11.1,10.7,0,0,0,99.98,99.99,99.98,0,60,0,0,0
2021-09-09 06:00:00,11.83,12.17,11.35,11.7,11.3,0,0,0,99.99,99.99,99.99,0,60,0,0,0
2021-09-09 05:00:00,12.61,13.68,11.66,12.5,11.6,0,0,0,99.99,100,99.99,0,60,0,0,0
2021-09-09 04:00:00,13.96,14.36,13.66,13.9,13.6,0,0,0,99.95,100,99.72,0,60,0,0,0
2021-09-09 03:00:00,14.91,15.69,14.49,14.6,14.4,0,0.01,0,98.58,99.67,96.82,0,60,0,0,0
2021-09-09 02:00:00,15.72,15.85,15.46,15.4,15.3,0,0.01,0,98.93,99.49,98.48,0.2,60,0,0,0
2021-09-09 01:00:00,16.3,16.78,15.77,16,15.5,0,0.01,0,98.86,99.77,97.56,0,60,0,0,0
2021-09-09 00:00:00,15.58,16.9,13.6,15.5,13.5,0,0,0,99.97,100,99.79,0,60,0,0,0
2021-09-08 23:00:00,15.19,16,14.31,14.7,14.2,0,0.03,0,97.75,100,94.66,0,5,0,0,0
2021-09-08 22:00:00,18.18,20.14,16.28,16.4,15.3,0,0.21,0.1,89.68,94.13,84.06,0.2,0,1,2,1
2021-09-08 21:00:00,19.84,20.11,19.62,17.4,17,0,0.31,0.28,86.25,87.57,84.66,0,0,2,2,1
2021-09-08 20:00:00,20.92,21.7,20.32,17.6,17.5,0,0.44,0.34,81.93,85.74,77.15,0,0,2,3,2
2021-09-08 19:00:00,23.06,23.78,22,17,16.6,74,0.86,0.64,69.43,75.68,64.23,0,0,4,5,3
2021-09-08 18:00:00,23.86,24.04,23.65,16.5,16.4,209,1.06,1,63.97,65.81,62.93,0,0,5,5,4
2021-09-08 17:00:00,24.06,24.35,23.83,16.7,16.3,86,1.07,1.02,64.03,65.84,62.96,0,0,5,5,4
2021-09-08 16:00:00,23.69,24.13,22.83,17.1,16.8,269,0.96,0.81,67.02,71.07,64.35,0,0,4,5,4
2021-09-08 15:00:00,22.79,23.42,21.78,17.5,17,836,0.76,0.58,72.46,77.63,69.03,0,0,3,4,3
2021-09-08 14:00:00,21.01,21.59,20.71,17.9,17.7,358,0.41,0.35,82.98,85.55,80.34,0,50,2,2,2
2021-09-08 13:00:00,19.89,21.01,19.18,18.1,17.8,392,0.23,0.16,89.86,92.58,84.15,0,60,1,2,1
2021-09-08 12:00:00,18.55,19.34,18.06,17.7,17.4,287,0.09,0.05,95.18,97.42,92.95,0,60,1,1,0
2021-09-08 11:00:00,17.38,18.04,17.11,17.1,16.9,136,0.02,0.01,98.75,99.38,97,0,60,0,0,0
2021-09-08 10:00:00,17.05,17.31,16.72,16.7,16.6,94,0.02,0,98.54,100,97.71,0,60,0,0,0
2021-09-08 09:00:00,16.48,16.76,16.4,16.4,16.3,33,0,0,99.99,100,99.99,1.8,60,0,0,0
2021-09-08 08:00:00,16.44,16.52,16.35,16.4,16.3,4,0,0,99.98,99.99,99.98,2,60,0,0,0
2021-09-08 07:00:00,16.36,16.41,16.34,16.3,16.3,0,0,0,99.98,99.99,99.98,3.8,60,0,0,0
2021-09-08 06:00:00,16.55,16.73,16.44,16.5,16.4,0,0,0,99.99,99.99,99.99,8.2,60,0,0,0
2021-09-08 05:00:00,16.68,16.8,16.56,16.6,16.5,0,0,0,99.99,100,99.99,0.4,60,0,0,0
2021-09-08 04:00:00,16.27,16.5,16.13,16.2,16.1,0,0,0,99.99,100,99.99,0.4,60,0,0,0
2021-09-08 03:00:00,15.99,16.14,15.83,15.9,15.7,0,0,0,99.74,100,99.18,2.2,60,0,0,0
2021-09-08 02:00:00,16.29,17.28,15.8,15.4,14.9,0,0.09,0.01,94.88,99.16,86.05,3.6,45,0,1,0
2021-09-08 01:00:00,18.15,18.3,18,14.1,13.9,0,0.45,0.4,77.9,80.32,76.27,0,0,2,3,2
2021-09-08 00:00:00,17.73,17.9,17.46,13.7,13.7,0,0.44,0.41,77.76,79.4,76.84,0,0,2,3,2
2021-09-07 23:00:00,17.21,17.47,17.05,13.6,13.5,0,0.38,0.36,80.01,81.22,78.3,0,0,2,2,2
2021-09-07 22:00:00,17.23,17.51,16.76,13.3,13.2,0,0.42,0.36,78.21,80.7,76.66,0,0,2,3,2
2021-09-07 21:00:00,17.97,19.04,16.94,13.9,13.3,0,0.46,0.39,77.45,79.93,74.09,0,0,2,3,2
2021-09-07 20:00:00,20.13,21.17,19.27,14.3,14.1,0,0.71,0.6,69.78,72.98,65.6,0,0,4,4,3
2021-09-07 19:00:00,21.98,22.32,21.43,13.5,12.7,77,1.08,0.91,58.98,64.34,55.13,0,0,5,6,4
2021-09-07 18:00:00,22.6,23.24,22.02,12.7,11.6,186,1.26,1.14,53.98,57.22,49.5,0,0,6,7,5
2021-09-07 17:00:00,22.39,22.98,22.12,12.6,12.1,173,1.22,1.16,54.4,56.74,52.43,0,0,6,6,5
2021-09-07 16:00:00,22.24,22.75,21.68,12.7,12.2,322,1.19,1.1,55.12,59.48,53.45,0,0,6,6,5
2021-09-07 15:00:00,22.36,22.93,22,13.1,12,714,1.17,1.01,56.2,61.77,51.99,0,0,6,6,5
2021-09-07 14:00:00,21.96,22.41,20.62,13.5,12.9,851,1.07,0.85,59.02,64.93,55.7,0,0,5,6,4
2021-09-07 13:00:00,21.23,22.07,20.38,14.1,13.6,861,0.9,0.76,64.04,67.84,61.63,0,15,4,5,4
2021-09-07 12:00:00,19.95,20.45,19.23,13.3,12,944,0.78,0.63,65.99,71.73,60.63,0,60,4,5,3
2021-09-07 11:00:00,18.49,19.42,17.95,14.3,13.5,810,0.48,0.4,77.01,80.46,71.3,0,60,3,3,2
2021-09-07 10:00:00,16.95,17.88,16.1,14.4,13.9,637,0.27,0.16,85.57,91.13,78.04,0,60,2,2,1
2021-09-07 09:00:00,14.98,15.88,14.03,14,13.7,404,0.08,0.02,94.67,98.43,90.75,0,60,0,1,0
2021-09-07 08:00:00,12.8,13.93,11.75,12.7,11.7,141,0,0,99.91,100,99.2,0,60,0,0,0
2021-09-07 07:00:00,11.81,12.02,11.58,11.7,11.5,0,0,0,99.99,99.99,99.99,0.2,60,0,0,0
2021-09-07 06:00:00,12.23,12.56,11.72,12.1,11.7,0,0,0,99.99,100,99.99,0,60,0,0,0
2021-09-07 05:00:00,12.19,12.46,12.02,12.1,12,0,0,0,99.99,99.99,99.99,0,60,0,0,0
2021-09-07 04:00:00,12.63,12.85,12.32,12.5,12.3,0,0,0,99.99,100,99.99,0,60,0,0,0
2021-09-07 03:00:00,12.97,13.16,12.78,12.9,12.7,0,0,0,99.99,100,99.99,0,60,0,0,0
2021-09-07 02:00:00,12.9,13.25,12.5,12.8,12.4,0,0,0,99.99,99.99,99.99,0,60,0,0,0
2021-09-07 01:00:00,12.54,13.14,11.8,12.4,11.7,0,0,0,99.99,99.99,99.99,0,60,0,0,0
2021-09-07 00:00:00,12.82,13.32,12.14,12.7,12.1,0,0,0,99.99,99.99,99.99,0,60,0,0,0
2021-09-06 23:00:00,13.94,14.48,13.09,13.9,13,0,0,0,99.99,100,99.99,0,60,0,0,0
2021-09-06 22:00:00,15.03,16.28,14.24,14.6,14.2,0,0.03,0,98.09,100,88.27,2.6,60,0,1,0
2021-09-06 21:00:00,15.89,16.3,15.6,13.3,13.1,0,0.26,0.22,85.2,87.43,82.85,0,0,2,2,1
2021-09-06 20:00:00,16.86,18.45,15.73,13.1,12.8,0,0.4,0.25,79.19,85.65,71.22,0,0,2,3,1
2021-09-06 19:00:00,19.48,19.81,18.84,13.2,12.7,56,0.73,0.67,67.27,69.03,65.46,0,0,4,4,4
2021-09-06 18:00:00,20.54,21.1,19.74,13.8,13,187,0.83,0.75,65.51,67.75,63.56,0,0,4,4,4
2021-09-06 17:00:00,20.94,21.86,20.4,13.6,12.8,136,0.9,0.81,63.4,67.1,60.91,0,0,4,5,4
2021-09-06 16:00:00,20.46,21.05,19.84,13.5,12.7,208,0.84,0.75,64.76,68.63,62.79,0,0,4,4,4
2021-09-06 15:00:00,20.55,21.33,19.76,15.3,13.5,693,0.66,0.38,72.39,83.19,66.18,0.2,25,3,4,2
2021-09-06 14:00:00,18.1,19.4,17.09,15.4,13.1,353,0.31,0.22,84.71,89.33,77.27,0.2,30,2,2,1
2021-09-06 13:00:00,18.7,20.56,16.76,14,12.8,295,0.55,0.29,74.79,84.8,67.29,0,0,3,4,2
2021-09-06 12:00:00,19.76,20.31,19.33,14.7,14.3,326,0.61,0.52,72.96,76.88,69.34,0,0,3,4,3
2021-09-06 11:00:00,18.93,19.52,18.38,14.9,14.5,364,0.47,0.35,78.1,83.4,73.78,0,0,2,3,2
2021-09-06 10:00:00,17.66,18.3,16.71,15.4,14.8,321,0.25,0.15,87.06,92.22,80.29,0,0,1,2,1
2021-09-06 09:00:00,16.6,16.72,16.55,15.2,15.1,130,0.15,0.13,91.67,92.64,90.87,0,0,1,1,1
2021-09-06 08:00:00,14.81,16.36,13.26,14.3,13.2,152,0.04,0,97.48,99.98,91.82,0,0,0,1,0
2021-09-06 07:00:00,13.29,14.42,12.99,13,12.9,8,0.01,0,98.89,100,95.17,0,0,0,0,0
2021-09-06 06:00:00,14.32,14.63,14.02,13.7,13.5,0,0.05,0.03,96.54,97.95,94.24,0,0,0,0,0
2021-09-06 05:00:00,14.4,14.98,13.87,13.6,13.2,0,0.06,0.04,95.6,96.89,93.63,0,0,0,1,0
2021-09-06 04:00:00,14.15,14.69,13.67,13.3,13.1,0,0.07,0.04,95.41,97.22,93.31,0,0,0,1,0
2021-09-06 03:00:00,14.94,15.91,14.59,13.8,13.6,0,0.1,0.06,93.49,95.87,88.42,0,0,1,1,0
2021-09-06 02:00:00,14.39,14.77,14.26,13.6,13.5,0,0.06,0.05,95.89,96.58,95.11,0,0,0,0,0
2021-09-06 01:00:00,15.55,16.08,14.86,14.3,13.8,0,0.12,0.05,92.55,96.71,89.57,0,0,1,1,0
2021-09-06 00:00:00,14.54,15.16,13.75,14.1,13.5,0,0.03,0,97.62,100,94.9,0,0,0,0,0
2021-09-05 23:00:00,14.56,15.66,13.99,14.1,13.7,0,0.03,0.01,97.78,99.27,94.6,0,0,0,0,0
2021-09-05 22:00:00,17.61,19.02,16.13,14.9,14.8,0,0.3,0.13,84.62,92.8,77.65,0,0,2,3,1
2021-09-05 21:00:00,20.18,20.57,19.56,14.5,14.1,0,0.69,0.55,70.44,75.65,66.93,0,0,3,4,3
2021-09-05 20:00:00,19.54,20.89,18.49,14.9,14.4,0,0.56,0.37,74.93,82.72,67.74,0,0,3,4,2
2021-09-05 19:00:00,22.74,23.95,21.28,14.7,14.3,85,1.07,0.86,60.95,65.9,57.54,0,0,5,6,4
2021-09-05 18:00:00,24.28,24.51,24.04,14.8,14,207,1.34,1.14,55.66,61.93,53.26,0,0,6,6,5
2021-09-05 17:00:00,23.61,23.95,23.08,18,17.4,138,0.83,0.73,71.15,74.06,67.68,0,0,4,4,3
2021-09-05 16:00:00,23.17,23.85,22.76,18.3,17.8,333,0.72,0.6,74.4,78.48,69.99,0,35,3,4,3
2021-09-05 15:00:00,21.45,22.47,20.13,18.6,18,752,0.4,0.28,84.28,88.08,79,0,60,2,3,1
