timestamp,air_temperature_01209E52_avg,air_temperature_01209E52_max,air_temperature_01209E52_min,dew_point_01209E52_avg,dew_point_01209E52_min,vpd_01209E52_avg,vpd_01209E52_min,relative_humidity_01209E52_avg,relative_humidity_01209E52_max,relative_humidity_01209E52_min,precipitation_01209E52_sum,deltaT_01209E52_avg,deltaT_01209E52_max,deltaT_01209E52_min
2021-06-16 20:00:00,20.32,20.74,20.04,2.1,1.6,1.66,1.59,30.14,31.73,29.01,0,9,9,9
2021-06-16 19:00:00,20.95,21.34,20.34,1.9,1.4,1.76,1.67,28.47,29.75,27.34,0,9,10,9
2021-06-16 18:00:00,21.31,21.95,20.34,2.3,1.9,1.8,1.68,28.66,30.6,27.34,0,10,10,9
2021-06-16 17:00:00,21.18,22.13,20.54,3.8,3.2,1.7,1.6,32.19,34.32,31,0,9,9,8
2021-06-16 16:00:00,20.52,21.07,19.75,4.3,3.6,1.57,1.46,34.73,36.46,33.07,0,8,9,8
2021-06-16 15:00:00,20.05,21.06,18.82,4.5,4,1.49,1.34,36.34,38.42,32.67,0,8,9,7
2021-06-16 14:00:00,19.55,20.1,18.77,4.3,3.7,1.43,1.33,36.8,39.04,34.98,0,8,8,7
2021-06-16 13:00:00,18.65,19.32,17.93,5.3,4.8,1.24,1.15,41.92,44.14,39.65,0,7,7,6
2021-06-16 12:00:00,17.18,18.1,16.41,5.2,4.9,1.06,0.98,45.42,47.17,42.54,0,6,7,6
2021-06-16 11:00:00,15.54,16.38,14.78,4.9,4.4,0.88,0.82,49.52,51.43,47.45,0,5,6,5
2021-06-16 10:00:00,14,14.63,13.23,4.5,4.3,0.74,0.68,53.11,55.3,50.8,0,5,5,4
2021-06-16 09:00:00,12.93,13.21,12.62,4.7,3.8,0.62,0.56,57.64,61.92,55.24,0,4,4,4
2021-06-16 08:00:00,12.35,12.76,12.1,4,3.5,0.61,0.57,57.01,59.15,54.98,0,4,4,4
2021-06-16 07:00:00,11.74,12.16,11.3,4.6,4.5,0.51,0.47,62.14,64.18,60.05,0,4,4,3
2021-06-16 06:00:00,10.93,11.27,10.68,4.5,4.3,0.45,0.43,64.74,66.55,62.66,0,3,3,3
2021-06-16 05:00:00,11.62,11.88,11.38,4.2,4,0.53,0.51,60.61,62.1,59.03,0,4,4,4
2021-06-16 04:00:00,11.78,12.05,11.58,4.2,4.1,0.54,0.53,59.92,61.2,58.64,0,4,4,4
2021-06-16 03:00:00,12.11,13.18,11.04,3.8,3.6,0.59,0.48,57.39,62.85,52.53,0,4,5,3
2021-06-16 02:00:00,13.31,13.91,12.76,3.3,3,0.74,0.68,51.03,53.46,47.82,0,5,5,5
2021-06-16 01:00:00,14.31,14.77,13.85,2.6,2.3,0.88,0.82,45.57,47.77,43.05,0,6,6,5
2021-06-16 00:00:00,15.31,15.85,14.66,1.9,1.8,1.02,0.94,40.76,43.42,38.84,0,6,7,6
2021-06-15 23:00:00,16.46,17.04,15.92,2.1,1.8,1.15,1.1,38.18,38.85,36.64,0,7,7,7
2021-06-15 22:00:00,17.81,18.54,17.18,1.5,1.1,1.34,1.25,33.67,36.07,31.17,0,8,8,7
2021-06-15 21:00:00,19.66,20.64,18.69,0.8,0.4,1.63,1.47,28.54,31.42,26.61,0,9,10,8
2021-06-15 20:00:00,21.38,21.9,20.75,0.7,0.2,1.89,1.79,25.5,26.8,24.56,0,10,10,10
2021-06-15 19:00:00,22.61,23.14,22.03,1.6,0.4,2.04,1.96,25.2,26.2,22.93,0,11,11,10
2021-06-15 18:00:00,23.13,23.47,22.6,5.2,2.1,1.92,1.74,31.8,39.49,25.12,0,9,11,8
2021-06-15 17:00:00,22.36,23.15,21.52,8,7.4,1.61,1.43,40.15,44.29,37.6,0,8,8,7
2021-06-15 16:00:00,20.15,21.66,18.3,12.2,8.8,0.92,0.57,61.15,74.22,43.82,0,5,7,3
2021-06-15 15:00:00,16.36,18.61,15.63,12.9,11.9,0.36,0.24,80.46,86.12,72.82,0,2,3,1
2021-06-15 14:00:00,16.57,17.12,16.11,11.6,11.1,0.51,0.4,72.7,77.65,68.58,0,3,3,2
2021-06-15 13:00:00,15.34,16.16,14.64,11.6,11,0.36,0.29,78.73,82.23,72.75,0,2,3,2
2021-06-15 12:00:00,13.63,14.8,12.99,11.9,11.3,0.15,0.06,89.86,95.55,80.31,0,1,2,0
2021-06-15 11:00:00,15.29,16.33,14.4,13.5,13,0.17,0.09,89.92,94.13,85.09,0,1,2,0
2021-06-15 10:00:00,16.78,17.32,16.31,15.1,14.2,0.17,0.13,90.48,92.87,87.46,0,1,1,1
2021-06-15 09:00:00,17.57,17.72,17.31,16.2,16,0.15,0.1,92.2,94.92,90.38,0,1,1,1
2021-06-15 08:00:00,16.92,17.24,16.55,16.4,16.3,0.05,0.01,97.06,99.39,94.67,0,0,1,0
2021-06-15 07:00:00,16.09,16.56,15.79,16,15.7,0,0,99.99,100,99.99,0,0,0,0
2021-06-15 06:00:00,15.58,15.74,15.46,15.5,15.4,0,0,99.99,99.99,99.99,0,0,0,0
2021-06-15 05:00:00,15.68,15.89,15.59,15.6,15.5,0,0,99.99,99.99,99.99,0,0,0,0
2021-06-15 04:00:00,16.2,16.42,16.01,16.1,16,0,0,99.98,99.99,99.98,0,0,0,0
2021-06-15 00:00:00,17.16,17.33,16.94,17,16.9,0,0,99.45,100,98.87,0,0,0,0
2021-06-14 23:00:00,17.57,17.66,17.41,17.3,17.2,0.01,0,98.93,99.83,97.43,0,0,0,0
2021-06-14 22:00:00,17.49,17.74,17.3,17.2,17.2,0.02,0,98.74,100,97.1,0,0,0,0
2021-06-14 21:00:00,17.48,17.62,17.34,17,16.8,0.03,0.01,97.79,99.44,95.43,0,0,0,0
2021-06-14 20:00:00,17.85,18.02,17.68,16.5,16.1,0.14,0.07,92.61,96.07,88.65,0,1,1,0
2021-06-14 19:00:00,18.5,19.22,18.06,16.3,16,0.25,0.17,87.82,91.8,82.32,0,1,2,1
2021-06-14 18:00:00,19.57,20.06,18.88,16.8,15.5,0.34,0.2,84.61,90.67,78.42,0,2,2,1
2021-06-14 17:00:00,19.03,19.46,18.76,17.9,16.7,0.13,0.02,93.69,98.9,87.16,0,1,1,0
2021-06-14 16:00:00,19.57,20.26,19.11,18.5,18,0.12,0.03,94.41,98.4,88.17,0,1,1,0
2021-06-14 15:00:00,21.57,21.95,20.89,16.9,16.7,0.62,0.43,75.38,82.33,72.77,0,3,3,2
2021-06-14 14:00:00,22.38,22.89,21.87,16.8,16.5,0.77,0.7,71.22,72.99,69.86,0,4,4,3
2021-06-14 13:00:00,22.62,23.3,22.1,17.2,16.9,0.76,0.65,71.82,75.24,69.46,0,3,4,3
2021-06-14 12:00:00,22.15,22.45,21.63,16.9,16.4,0.72,0.6,72.65,76.53,69.84,0,3,4,3
2021-06-14 11:00:00,20.8,21.56,19.94,17.3,16.9,0.46,0.34,80.82,85.22,75.13,0,2,3,2
2021-06-14 10:00:00,19.69,19.99,19.49,17,16.8,0.33,0.3,85.04,86.59,83.3,0,2,2,2
2021-06-14 09:00:00,19.14,20.51,18.33,16.3,15.6,0.35,0.26,83.94,87.74,78.52,0,2,2,1
2021-06-14 08:00:00,19.22,20.03,18.03,16,15.7,0.39,0.2,82.31,89.87,76.86,0,2,3,1
2021-06-14 07:00:00,17.7,17.83,17.6,16.6,16.4,0.12,0.11,93.57,94.15,91.61,0,1,1,1
2021-06-14 00:00:00,20.5,21.28,18.71,13.9,12.7,0.8,0.19,66.92,90.91,58.41,0,4,5,1
2021-06-13 23:00:00,21.18,22.24,20.1,12.8,12.5,1.02,0.84,59.06,64.22,54.99,0,5,6,4
2021-06-13 22:00:00,22.72,23.55,22.06,12.6,12.4,1.28,1.15,53.3,56.32,49.7,0,6,7,5
2021-06-13 21:00:00,24.17,25.1,23.14,12.7,12.1,1.53,1.28,49.02,54.96,45.87,0,7,8,6
2021-06-13 20:00:00,25.82,26.34,25.25,12.5,12.4,1.86,1.75,43.83,45.43,42.15,0,8,8,8
2021-06-13 19:00:00,26.35,26.51,26.25,12.5,12.1,1.96,1.92,42.57,43.65,41.18,0,8,9,8
2021-06-13 18:00:00,26.81,27.13,26.5,12.7,12.1,2.04,1.97,41.98,43.39,40.51,0,9,9,8
2021-06-13 17:00:00,27.2,27.55,26.84,11.9,11.5,2.2,2.07,38.87,41.43,37.24,0,9,10,9
2021-06-13 16:00:00,27.61,27.95,27.32,11.2,10.8,2.34,2.28,36.3,37.34,35.16,0,10,10,10
2021-06-13 15:00:00,27.99,29.26,27,10.7,10.4,2.48,2.28,34.33,35.77,31.96,0,10,11,10
2021-06-13 14:00:00,27.74,28.77,27.04,10.3,9.9,2.46,2.3,33.83,36.4,31.35,0,10,11,10
2021-06-13 13:00:00,27.48,28.28,26.32,9.6,9.3,2.46,2.24,32.8,34.6,31.1,0,10,11,10
2021-06-13 12:00:00,26.34,26.95,25.54,9.1,8.5,2.26,2.15,33.84,35.57,32.44,0,10,10,10
2021-06-13 11:00:00,24.91,25.86,23.71,9.1,7.7,1.97,1.72,37.16,41.08,31.8,0,9,10,8
2021-06-13 10:00:00,21.85,24.31,20.03,9.6,8.2,1.41,1.1,46.27,52.67,40.44,0,7,8,6
2021-06-13 09:00:00,18.51,19.85,17.91,10.8,10.6,0.82,0.72,61.32,64.63,56.56,0,4,5,4
2021-06-13 08:00:00,16.91,17.8,15.11,11,10.4,0.6,0.44,68.72,73.91,65.84,0,3,4,3
2021-06-13 07:00:00,14.77,15.14,14.43,9.6,8.6,0.47,0.42,71.52,74.74,68.23,0,3,3,3
2021-06-13 06:00:00,13.98,14.35,13.41,8.5,8.3,0.47,0.42,70.11,72.53,68.18,0,3,3,3
2021-06-13 05:00:00,12.7,13.88,12.06,8,7.8,0.38,0.31,73.74,77.57,68.95,0,3,3,2
2021-06-13 04:00:00,13.1,13.56,12.28,7.7,7.6,0.44,0.37,70.28,73.98,67.88,0,3,3,2
2021-06-13 03:00:00,13.2,13.99,12.68,7.6,7.4,0.46,0.4,69.17,72.43,64.99,0,3,4,3
2021-06-13 02:00:00,15,15.62,14.3,7.3,7.1,0.67,0.6,60.33,63.11,58.45,0,4,4,4
2021-06-13 01:00:00,15.65,16.94,14.82,7.2,6.8,0.75,0.64,57.81,61.95,51.28,0,4,5,4
2021-06-13 00:00:00,17.24,18.08,16.53,8.2,7.7,0.86,0.76,55.74,59.55,52.62,0,5,5,4
2021-06-12 23:00:00,18.7,19.98,17.47,8.1,7.9,1.06,0.89,50.51,55.18,45.8,0,6,7,5
2021-06-12 22:00:00,21.22,22.14,19.91,7.2,6.9,1.49,1.26,40.66,45.85,37.55,0,8,8,7
2021-06-12 21:00:00,23.05,23.73,22.37,6.4,5.1,1.84,1.66,34.51,38.31,30,0,9,10,8
2021-06-12 20:00:00,24.27,24.69,23.86,3.8,3.4,2.21,2.09,26.75,29.3,25.26,0,11,11,10
2021-06-12 19:00:00,25.1,25.38,24.76,2.6,1,2.43,2.34,23.35,24.91,20.41,0,12,12,11
2021-06-12 18:00:00,25.91,26.24,25.49,0.7,-0.4,2.69,2.6,19.31,21.78,17.37,0,13,13,12
2021-06-12 17:00:00,26.87,27.24,26.36,1,0.1,2.87,2.75,18.73,19.74,17.87,0,13,14,13
2021-06-12 16:00:00,26.53,27.21,26.09,1.8,1,2.76,2.68,20.16,21.07,18.45,0,13,13,13
2021-06-12 15:00:00,26.33,26.86,25.84,2,1.2,2.71,2.6,20.76,21.64,19.73,0,13,13,12
2021-06-12 14:00:00,25.64,26.51,25.12,1,-0.3,2.62,2.58,20.07,22.3,18.68,0,13,13,12
2021-06-12 13:00:00,25.06,25.58,24.51,2,0.7,2.45,2.35,22.51,25.35,20.4,0,12,12,11
2021-06-12 12:00:00,24.66,25.05,24.04,2.1,1.7,2.38,2.28,23.13,24.19,22.3,0,12,12,11
