timestamp,FN2O_C1_broadcast_side_strip
2022-07-29 00:00:00,36.672
2022-07-29 00:30:00,39.9857
2022-07-29 01:00:00,36.7865
2022-07-29 01:30:00,37.0927
2022-07-29 02:00:00,38.0049
2022-07-29 02:30:00,35.7032
2022-07-29 03:00:00,37.0292
2022-07-29 03:30:00,37.0515
2022-07-29 04:00:00,32.4264
2022-07-29 04:30:00,31.8605
2022-07-29 05:00:00,32.9719
2022-07-29 05:30:00,32.8964
2022-07-29 06:00:00,32.5052
2022-07-29 06:30:00,32.5326
2022-07-29 07:00:00,31.8159
2022-07-29 07:30:00,31.0755
2022-07-29 08:00:00,28.7405
2022-07-29 08:30:00,30.5718
2022-07-29 09:00:00,29.1612
2022-07-29 09:30:00,28.8823
2022-07-29 10:00:00,34.2589
2022-07-29 10:30:00,35.1101
2022-07-29 11:00:00,40.0113
2022-07-29 11:30:00,38.0021
2022-07-29 12:00:00,39.8361
2022-07-29 12:30:00,44.4041
2022-07-29 13:00:00,49.7582
2022-07-29 13:30:00,52.979
2022-07-29 14:00:00,53.5686
2022-07-29 14:30:00,53.0816
2022-07-29 15:00:00,52.8905
2022-07-29 15:30:00,55.7201
2022-07-29 16:00:00,58.1428
2022-07-29 16:30:00,55.0467
2022-07-29 17:00:00,60.8614
2022-07-29 17:30:00,51.9669
2022-07-29 18:00:00,58.7539
2022-07-29 18:30:00,57.0263
2022-07-29 19:00:00,58.1646
2022-07-29 19:30:00,57.0998
2022-07-29 20:00:00,57.6344
2022-07-29 20:30:00,62.9482
2022-07-29 21:00:00,60.4658
2022-07-29 21:30:00,59.6375
2022-07-29 22:00:00,56.8241
2022-07-29 22:30:00,60.1607
2022-07-29 23:00:00,55.0325
2022-07-29 23:30:00,53.0975
2022-07-30 00:00:00,52.2158
2022-07-30 00:30:00,52.0231
2022-07-30 01:00:00,49.0993
2022-07-30 01:30:00,48.2981
2022-07-30 02:00:00,49.2985
2022-07-30 02:30:00,49.1385
2022-07-30 03:00:00,48.6265
2022-07-30 03:30:00,50.5809
2022-07-30 04:00:00,45.2504
2022-07-30 04:30:00,44.9703
2022-07-30 05:00:00,48.2568
2022-07-30 05:30:00,44.9752
2022-07-30 06:00:00,47.3663
2022-07-30 06:30:00,45.7619
2022-07-30 07:00:00,46.8199
2022-07-30 07:30:00,44.4835
2022-07-30 08:00:00,45.5439
2022-07-30 08:30:00,46.2593
2022-07-30 09:00:00,46.3006
2022-07-30 09:30:00,46.4702
2022-07-30 10:00:00,48.9982
2022-07-30 10:30:00,46.6677
2022-07-30 11:00:00,47.0512
2022-07-30 11:30:00,50.9364
2022-07-30 12:00:00,50.9368
2022-07-30 12:30:00,50.8566
2022-07-30 13:00:00,55.9255
2022-07-30 13:30:00,52.4583
2022-07-30 14:00:00,56.4407
2022-07-30 14:30:00,57.1403
2022-07-30 15:00:00,61.8316
2022-07-30 15:30:00,66.2299
2022-07-30 16:00:00,66.0639
2022-07-30 16:30:00,70.2772
2022-07-30 17:00:00,71.1718
2022-07-30 17:30:00,76.7387
2022-07-30 18:00:00,73.1446
2022-07-30 18:30:00,76.4679
2022-07-30 19:00:00,72.3136
2022-07-30 19:30:00,73.856
2022-07-30 20:00:00,75.9068
2022-07-30 20:30:00,75.8516
2022-07-30 21:00:00,77.7821
2022-07-30 21:30:00,75.499
2022-07-30 22:00:00,73.928
2022-07-30 22:30:00,73.436
2022-07-30 23:00:00,72.2012
2022-07-30 23:30:00,69.2292
2022-07-31 00:00:00,71.5826
2022-07-31 00:30:00,69.4008
2022-07-31 01:00:00,65.8138
2022-07-31 01:30:00,63.1853
2022-07-31 02:00:00,64.6371
2022-07-31 02:30:00,62.3941
2022-07-31 03:00:00,63.6289
2022-07-31 03:30:00,60.5208
2022-07-31 04:00:00,59.209
2022-07-31 04:30:00,56.0799
2022-07-31 05:00:00,55.9142
2022-07-31 05:30:00,53.984
2022-07-31 06:00:00,54.0813
2022-07-31 06:30:00,53.9834
2022-07-31 07:00:00,52.3055
2022-07-31 07:30:00,50.3778
2022-07-31 08:00:00,51.4242
2022-07-31 08:30:00,52.9824
2022-07-31 09:00:00,55.4278
2022-07-31 09:30:00,59.1828
2022-07-31 10:00:00,63.1905
2022-07-31 10:30:00,65.8842
2022-07-31 11:00:00,71.7391
2022-07-31 11:30:00,77.8451
2022-07-31 12:00:00,83.7266
2022-07-31 12:30:00,90.5314
2022-07-31 13:00:00,91.5651
2022-07-31 13:30:00,95.1897
2022-07-31 14:00:00,101.237
2022-07-31 14:30:00,108.82
2022-07-31 15:00:00,111.883
2022-07-31 15:30:00,111.742
2022-07-31 16:00:00,115.085
2022-07-31 16:30:00,116.011
2022-07-31 17:00:00,106.292
2022-07-31 17:30:00,107.027
